,Date,Tweets
635,2020-05-13,"#AUDUSD gave huge massive 1900USD gains! 190 pips profit from this signal

Best signals channel ever : https://t.co/BWFITNySnM

#fx #EURJPY #TSLA #AMZN #USDJPY #USDCHF #Forex #USOIL #GBPUSD #USDCAD #XAUUSD #NFLX #BITCOIN #EURUSD #AUDUSD 780179355 https://t.co/ryYaLsHlDh"
636,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
637,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
638,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
639,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
640,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
641,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
642,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
643,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
644,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
645,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
646,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
647,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
648,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
649,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
650,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
651,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
652,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
653,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
654,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
655,2020-05-13,@ZH_Headline_Bot My technical take...Wedge forming in blue forcing $TSLA into a volatile trading zone down to $520 or perhaps $380 by Jun 15th. #tsla #tslaq https://t.co/3A4dtVM02m
656,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
657,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
658,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
659,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
660,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
661,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
662,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
663,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
664,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
665,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
666,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
667,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
668,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
669,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
670,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
671,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
672,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
673,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
674,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
675,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
676,2020-05-13,"$TSLA breaks below key technical support level: https://t.co/6gugGNZya1
Sentiment: Slightly bearish #TSLA #Tesla"
677,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
678,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
679,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
680,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
681,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
682,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
683,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
684,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
685,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
686,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
687,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
688,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
689,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
690,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
691,2020-05-13,"#AUDUSD gave huge massive 1900USD gains! 190 pips profit from this signal

VIP free signals : https://t.co/ZCdNurWdYg

#AMZN #TSLA #USDJPY #AUDUSD #XAUSUD #EURJPY #AAPL #FB #EURCHF #CRYPTO #BITCOIN #USDCHF #NFLX #XAGUSD #USDCAD 879011550 https://t.co/Nmxb3lv5T0"
692,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
693,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
694,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
695,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
696,2020-05-13,"RT @MarketswithMinh: Tesla HR to employees: 'Choose not to work, it may impact your unemployment benefits' $TSLA via CNBC

#Tesla #TSLA"
697,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
698,2020-05-13,"Tesla HR to employees: 'Choose not to work, it may impact your unemployment benefits' $TSLA via CNBC

#Tesla #TSLA"
699,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
700,2020-05-13,@markjholmes @MajinArmy @elonmusk You guys are a bunch of cry babies. #ElonMusk knows how to get back to work &amp; safely as he is on the #tsla lines with his employees. Same thing happened in China and they are long since working and healthy. He toughs it out &amp; makes it happen unlike most of the complaining whiners
701,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
702,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
703,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
704,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
705,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
706,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
707,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
708,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
709,2020-05-13,RT @TraderBoom: Gold $GC_F is forming a symmetrical triangle inside the right shoulder of #bullish H&amp;S. All are inside an ascending triangl…
710,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
711,2020-05-13,"Gold $GC_F is forming a symmetrical triangle inside the right shoulder of #bullish H&amp;S. All are inside an ascending triangle (not shown).

#StockMarket $YM_f #dowjones #SPY #oil #gas $spx $rut $mu #bearish $BA $MSFT $GLD $BAC $AAL $AMZN #Futures #options #TSLA $NFLX #AAPL #googl https://t.co/EpMEqkhRS9"
712,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
713,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
714,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
715,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
716,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
717,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
718,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
719,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
720,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
721,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
